,Title,Title_URL,Image,ipclockupoverlay_URL,Title1,Title2,ipcratingstar,Content,Title_new,Clean_content
1158,1159. Kundakka Mandakka,https://www.imdb.com/title/tt6758208/?ref_=sr_t_1159,"https://m.media-amazon.com/images/M/MV5BMDUzMjc1YzQtZWFiMy00OTJkLThlMWEtNDM0NTRiZjNhYmYwXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UY207_CR3,0,140,207_.jpg",https://www.imdb.com/title/tt6758208/?ref_=sr_i_1159,2005,2h 24m,"5.4
 (37)","The movie is about Ilangovan aka Ilango (Parthiban), a middle-class youth, who dreams to get his sister Kavitha (Mallika married to a millionaire. He is very keen on becoming rich and falls in love with Roopa (Lakshmi Rai), daughter of a rich industrialist. Now and then Ilango comes across Chellappa (Vadivelu), a petty thief, and takes him for a fun ride. A sequence of events makes Ilango realize that money is not everything in life. He finally, along with Chellappa, takes efforts to get his sister married to the boy whom she loves.",kundakka mandakka,the movie is about ilangovan aka ilango parthiban a middle class youth who dreams to get his sister kavitha mallika married to a millionaire he is very keen on becoming rich and falls in love with roopa lakshmi rai daughter of a rich industrialist now and then ilango comes across chellappa vadivelu a petty thief and takes him for a fun ride a sequence of events makes ilango realize that money is not everything in life he finally along with chellappa takes efforts to get his sister married to the boy whom she loves
1159,1160. Sudesi,https://www.imdb.com/title/tt0824704/?ref_=sr_t_1160,"https://m.media-amazon.com/images/M/MV5BZmQwYWI1ODQtMTMyZS00MzA3LWE1MGQtZWU3ODgyOWMzOWU3XkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_QL75_UY207_CR15,0,140,207_.jpg",https://www.imdb.com/title/tt0824704/?ref_=sr_i_1160,2005,2h 19m,"4.0
 (51)","An idealist named Hindustani comes across evidence against the State's Chief Minister R.C. Narayan. He abducts his aide, a politician named Raghavchari, then fakes his death by a motor vehicle accident. After convincing everyone about this death, he keeps him captive, and starts to blackmail the Chief Minister with hopes to bring about change - but Narayan has other plans for him.",sudesi,an idealist named hindustani comes across evidence against the state s chief minister r c narayan he abducts his aide a politician named raghavchari then fakes his death by a motor vehicle accident after convincing everyone about this death he keeps him captive and starts to blackmail the chief minister with hopes to bring about change but narayan has other plans for him
1160,1161. Chinna,https://www.imdb.com/title/tt2396399/?ref_=sr_t_1161,"https://m.media-amazon.com/images/M/MV5BNjEwZTFhYjgtYWU2NC00NDVlLTllOTYtYmQyZmZkODAzNGMyXkEyXkFqcGdeQXVyMTY0MDk0NjE3._V1_QL75_UY207_CR7,0,140,207_.jpg",https://www.imdb.com/title/tt2396399/?ref_=sr_i_1161,2005,2h 29m,"5.1
 (54)","Chinna is a 2005 Tamil romantic action thriller film directed by Sundar C. It stars Arjun and Sneha in the lead roles. It did reasonable business at the box-office. The second half is partially inspired by the Hindi film Darr (1993) which has Sunny Deol, Shahrukh Khan, and Juhi Chawla in lead roles. It was dubbed in Telugu as Koti. It was remade in Odia as Criminal .",chinna,chinna is a 2005 tamil romantic action thriller film directed by sundar c it stars arjun and sneha in the lead roles it did reasonable business at the box office the second half is partially inspired by the hindi film darr 1993 which has sunny deol shahrukh khan and juhi chawla in lead roles it was dubbed in telugu as koti it was remade in odia as criminal
1161,1162. Mannin Maindhan,https://www.imdb.com/title/tt13776468/?ref_=sr_t_1162,"https://m.media-amazon.com/images/M/MV5BM2JlMDcxZTEtMmQwMS00ZTM5LWFiNDAtYWM5NWZlZmY3NzE0XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UY207_CR4,0,140,207_.jpg",https://www.imdb.com/title/tt13776468/?ref_=sr_i_1162,2005,2h 22m,"5.6
 (8)","Bhairavamurthy (Manoj K. Jayan) and Gajapathy (Ponnambalam) are two powerful landlords who fight against each other in their village. Bhairavamurthy's wife and car driver got killed by Gajapathy's henchmen in the past, then Kadhir (Sibiraj), the car driver's son, decided to take revenge on Gajapathy one day and grew up in Bhairavamurthy's house. Amutha (Suha), Bhairavamurthy's daughter, returns to her village after studying in the city college and then falls in love with Kadhir. Bhairavamurthy decides to join hands with Gajapathy and to kill his faithful henchman Kadhir. The couple elopes from the house and runs around the village. Pratap (Sathyaraj), an honest cop, saves them. The henchmen, who worked with the landlords, lay down their arms and support the couple. Bhairavamurthy and Gajapathy decide to both kill Kadhir, but they eventually kill each other.",mannin maindhan,bhairavamurthy manoj k jayan and gajapathy ponnambalam are two powerful landlords who fight against each other in their village bhairavamurthy s wife and car driver got killed by gajapathy s henchmen in the past then kadhir sibiraj the car driver s son decided to take revenge on gajapathy one day and grew up in bhairavamurthy s house amutha suha bhairavamurthy s daughter returns to her village after studying in the city college and then falls in love with kadhir bhairavamurthy decides to join hands with gajapathy and to kill his faithful henchman kadhir the couple elopes from the house and runs around the village pratap sathyaraj an honest cop saves them the henchmen who worked with the landlords lay down their arms and support the couple bhairavamurthy and gajapathy decide to both kill kadhir but they eventually kill each other
1162,1163. Kadhal FM,https://www.imdb.com/title/tt6536948/?ref_=sr_t_1163,"https://m.media-amazon.com/images/M/MV5BYTg4Y2Q2OTUtZDZlNS00MjE2LWI3ZjAtYjcxYWVlNjA1OTRmXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt6536948/?ref_=sr_i_1163,2005,2h 5m,,"A radio jockey has a fan in the form of a girl who often sends song requests. Both fall in love talking over the phone. When it is time to meet face to face, the boy develops an inferiority complex.",kadhal fm,a radio jockey has a fan in the form of a girl who often sends song requests both fall in love talking over the phone when it is time to meet face to face the boy develops an inferiority complex
1164,1165. Andha Naal Nyabagam,https://www.imdb.com/title/tt13746724/?ref_=sr_t_1165,"https://m.media-amazon.com/images/M/MV5BOTZjNGM1ZWMtMDIwZS00MmNhLWFmNTYtMzIwNDEzMzNlZDY5XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UY207_CR34,0,140,207_.jpg",https://www.imdb.com/title/tt13746724/?ref_=sr_i_1165,2005,,,"Gurumoorthy falls in love with Raga at first sight and is ecstatic to find that she is his neighbour. However, Ritha, his mentor's daughter, also loves him and he must choose between the two women.",andha naal nyabagam,gurumoorthy falls in love with raga at first sight and is ecstatic to find that she is his neighbour however ritha his mentor s daughter also loves him and he must choose between the two women
1165,1166. Kasthuri Maan,https://www.imdb.com/title/tt13746284/?ref_=sr_t_1166,"https://m.media-amazon.com/images/M/MV5BNDllOWM4NmEtZDQwOC00OGM2LWE0ZGUtMzM4OTFmNWQwODRiXkEyXkFqcGdeQXVyMTY0MDk0NjE3._V1_QL75_UY207_CR6,0,140,207_.jpg",https://www.imdb.com/title/tt13746284/?ref_=sr_i_1166,2005,2h 20m,"6.0
 (7)","The movie starts with a mature Arun Kumar (Prasanna), now a district collector. The story is narrated in a flashback where his father Palaniappan (Sarath Babu) wants him to get married. Palaniappan used to be a rich film producer and had borrowed money from a rich person, but is unable to repay his debt. The rich man wants his daughter to marry Arun, but Arun does not want to marry. Umashankari (Meera Jasmine) and Arun study at the same college. Uma is a lively, mischievous girl on campus, but at home she faces acute poverty and takes up various odd jobs to take care of her house and to stay away from her sister's husband, who makes advances towards her. In the meantime, Palaniappan attempts suicide because he is deeply in debt. Uma steps in and helps Arun, who is preparing for I.A.S. exams. She does everything to ensure that he becomes an I.A.S. officer; in turn, he promises to marry her and rescue her from her situation. But Uma lands in prison after an unfortunate encounter with her brother-in-law. Will the couple be reunited?",kasthuri maan,the movie starts with a mature arun kumar prasanna now a district collector the story is narrated in a flashback where his father palaniappan sarath babu wants him to get married palaniappan used to be a rich film producer and had borrowed money from a rich person but is unable to repay his debt the rich man wants his daughter to marry arun but arun does not want to marry umashankari meera jasmine and arun study at the same college uma is a lively mischievous girl on campus but at home she faces acute poverty and takes up various odd jobs to take care of her house and to stay away from her sister s husband who makes advances towards her in the meantime palaniappan attempts suicide because he is deeply in debt uma steps in and helps arun who is preparing for i a s exams she does everything to ensure that he becomes an i a s officer in turn he promises to marry her and rescue her from her situation but uma lands in prison after an unfortunate encounter with her brother in law will the couple be reunited
1166,1167. June R,https://www.imdb.com/title/tt0475632/?ref_=sr_t_1167,"https://m.media-amazon.com/images/M/MV5BZDhkODllYjgtNmFjMy00NGJmLThkZGMtZGQ5YTA4NTY4MmFjXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UY207_CR3,0,140,207_.jpg",https://www.imdb.com/title/tt0475632/?ref_=sr_i_1167,2005,1h 39m,"4.7
 (217)","An orphan girl, after craving for mother's love since childhood, starts finding it in an elderly woman, who was abandoned by her own son.",june r,an orphan girl after craving for mother s love since childhood starts finding it in an elderly woman who was abandoned by her own son
1167,1168. Chanakya,https://www.imdb.com/title/tt4944374/?ref_=sr_t_1168,"https://m.media-amazon.com/images/M/MV5BYjc3MjgzODQtNjUwYS00MDFlLWJhMjEtOTE1MjIwYTMwMTEzXkEyXkFqcGdeQXVyMTY0MDk0NjE3._V1_QL75_UY207_CR7,0,140,207_.jpg",https://www.imdb.com/title/tt4944374/?ref_=sr_i_1168,2005,,"5.5
 (18)","Velu is an ordinary man whose sole aim is to help his sister become a collector. But, circumstances and negative elements of society turn him into a saviour with extraordinary strengths and will.",chanakya,velu is an ordinary man whose sole aim is to help his sister become a collector but circumstances and negative elements of society turn him into a saviour with extraordinary strengths and will
1168,1169. Vanakkam Thalaiva,https://www.imdb.com/title/tt13731216/?ref_=sr_t_1169,"https://m.media-amazon.com/images/M/MV5BMDNiZWNmODYtZDA0ZC00NzIwLWJmYTYtZjEzNDM0NjJlMjljXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UY207_CR34,0,140,207_.jpg",https://www.imdb.com/title/tt13731216/?ref_=sr_i_1169,2005,,,"The plot is dramatically woven around the different roles donned by Satyaraj and the reason behind him taking up such roles. The movies begins with Manickam (Sathyaraj) kidnapping Divya (Susan), who is the girl friend of Mano (Abbas). Mano decides to rescue Divya, but fails to do so after repeated attempts. In every attempt he is foiled by Manickam through one of his many disguises. At this point Mano's friend Aruchamy (Vivek) comes to help him in his dilemma. Aruchamy is a suspended police office and appoints Manickam to be his lorry cleaner. This way he and Mano trace out where Divya is held. Mano, realizing that it is Manickam who has been foiling his attempts to rescue Divya, goes to the place where she is kept hidden along with the police. This is where the plot twister starts. Divya suddenly says that was married to Manickam years ago and that she never knew Mano. This statement makes Mano go crazy. Finally, Aruchamy make Manickam confess the truth. Manickam's wife Ramya (Pranathi) was run over by Mano's car, when Mano had driven the vehicle completely under the influence of alcohol. The case was covered up using his wealth and status. Just to teach him a lesson, Manickam along with his sister-in-law Divya enacted such a drama.",vanakkam thalaiva,the plot is dramatically woven around the different roles donned by satyaraj and the reason behind him taking up such roles the movies begins with manickam sathyaraj kidnapping divya susan who is the girl friend of mano abbas mano decides to rescue divya but fails to do so after repeated attempts in every attempt he is foiled by manickam through one of his many disguises at this point mano s friend aruchamy vivek comes to help him in his dilemma aruchamy is a suspended police office and appoints manickam to be his lorry cleaner this way he and mano trace out where divya is held mano realizing that it is manickam who has been foiling his attempts to rescue divya goes to the place where she is kept hidden along with the police this is where the plot twister starts divya suddenly says that was married to manickam years ago and that she never knew mano this statement makes mano go crazy finally aruchamy make manickam confess the truth manickam s wife ramya pranathi was run over by mano s car when mano had driven the vehicle completely under the influence of alcohol the case was covered up using his wealth and status just to teach him a lesson manickam along with his sister in law divya enacted such a drama
1169,1170. Thaka Thimi Tha,https://www.imdb.com/title/tt13776044/?ref_=sr_t_1170,"https://m.media-amazon.com/images/M/MV5BZWE4NDg0ZmMtY2E3MS00NTQ5LTgxYTYtZDVmNjFiZWMyMGFiXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UY207_CR3,0,140,207_.jpg",https://www.imdb.com/title/tt13776044/?ref_=sr_i_1170,2005,2h 20m,"4.8
 (9)","Krishna (Yuva Krishna) works at an eatery owned by Vivek (Vivek) while Gayathri (Ankitha) is a radio jockey. They are neighbours and both their families begin to quarrel. Their families then start to like each other and become good friends. They decide to arrange the marriage between the young couple but they both refuse and Vivek tells them the reason. Krishna and Gayathri fell in love with each other in college. From time to time, they were involved in small quarrels but the couple made it up every time. One day, it was the ""straw that broke the camel's back"": Yuva told his friends about being close to Gayathri and described her, she got angry and they split apart. After finishing college, Gayathri's family moved into a house opposite to that of Yuva. Their families and Vivek try their best to rejoin them but her relative Sri (Sriman) tries to win her heart and Gayathri even accepts to marry Sri. For the marriage of their friend in their college, Krishna and Gayathri return there. Vivek and their collegemates try to convince Krishna and Gayathri to be together again. Krishna has a change of heart, he convinces her with a song and they eventually reconcile.",thaka thimi tha,krishna yuva krishna works at an eatery owned by vivek vivek while gayathri ankitha is a radio jockey they are neighbours and both their families begin to quarrel their families then start to like each other and become good friends they decide to arrange the marriage between the young couple but they both refuse and vivek tells them the reason krishna and gayathri fell in love with each other in college from time to time they were involved in small quarrels but the couple made it up every time one day it was the straw that broke the camel s back yuva told his friends about being close to gayathri and described her she got angry and they split apart after finishing college gayathri s family moved into a house opposite to that of yuva their families and vivek try their best to rejoin them but her relative sri sriman tries to win her heart and gayathri even accepts to marry sri for the marriage of their friend in their college krishna and gayathri return there vivek and their collegemates try to convince krishna and gayathri to be together again krishna has a change of heart he convinces her with a song and they eventually reconcile
1170,1171. Jithan,https://www.imdb.com/title/tt10128024/?ref_=sr_t_1171,"https://m.media-amazon.com/images/M/MV5BYmYyOTJmMzAtNjRlMS00ZGQyLTk2ZDUtZDYyMTkyMTNhM2QxXkEyXkFqcGdeQXVyMjA4OTI5NDQ@._V1_QL75_UY207_CR3,0,140,207_.jpg",https://www.imdb.com/title/tt10128024/?ref_=sr_i_1171,2005,2h 12m,"6.3
 (77)","Surya , an introvert by nature, loves his classmate Priya from childhood but has never expressed his feelings towards her. Meanwhile, Surya's classmate Ajay also tries to woo Priya, in which he succeeds but to an extent. Priya does not like Surya as she views him as a nerd. One day, Surya gets frustrated as he is not being liked by anyone and cries loudly in a beach, where he finds a small idol of a God. He holds the idol, saying that it is better to be invisible in this world rather than being disliked by everyone.",jithan,surya an introvert by nature loves his classmate priya from childhood but has never expressed his feelings towards her meanwhile surya s classmate ajay also tries to woo priya in which he succeeds but to an extent priya does not like surya as she views him as a nerd one day surya gets frustrated as he is not being liked by anyone and cries loudly in a beach where he finds a small idol of a god he holds the idol saying that it is better to be invisible in this world rather than being disliked by everyone
1171,1172. ABCD,https://www.imdb.com/title/tt13491066/?ref_=sr_t_1172,"https://m.media-amazon.com/images/M/MV5BZWM5NDVkYWUtYzI1Yi00OTA5LThhZDAtYjY4MmM4YjAzY2MyXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UY207_CR5,0,140,207_.jpg",https://www.imdb.com/title/tt13491066/?ref_=sr_i_1172,2005,2h 23m,"5.9
 (22)","Anand, an MBA graduate, meets three women in different scenarios and befriends them by offering help. However, he is forced to make a wise choice as all the three women fall in love with him.",abcd,anand an mba graduate meets three women in different scenarios and befriends them by offering help however he is forced to make a wise choice as all the three women fall in love with him
1172,1173. Thaye Bhuvaneshwari,https://www.imdb.com/title/tt6536234/?ref_=sr_t_1173,"https://m.media-amazon.com/images/M/MV5BZTAzZDNlODEtYjE4OC00NTU1LWE5MzMtN2RmYzc0ZmU2ZDBjXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt6536234/?ref_=sr_i_1173,2005,2h 8m,,"Story is strongly based on the experience of Prema who believes in the goddess with her heart. Despite being completely devoted, she is forced to submission by an evil man Anandraj who's deep into the world of dark magic. Everything goes blurry but she never loses faith in Goddess Soundarya.",thaye bhuvaneshwari,story is strongly based on the experience of prema who believes in the goddess with her heart despite being completely devoted she is forced to submission by an evil man anandraj who s deep into the world of dark magic everything goes blurry but she never loses faith in goddess soundarya
1173,1174. Bambara Kannaley,https://www.imdb.com/title/tt2325541/?ref_=sr_t_1174,"https://m.media-amazon.com/images/M/MV5BZjBjYzE0ZDctNWNiZS00MDQ1LTkwZjYtZjdjMDQzMTgyZDgwXkEyXkFqcGdeQXVyMTY0MDk0NjE3._V1_QL75_UY207_CR7,0,140,207_.jpg",https://www.imdb.com/title/tt2325541/?ref_=sr_i_1174,2005,2h 41m,"4.0
 (43)","Arumugam (Srikanth) comes to Ooty for a job and falls in love with Pooja (Aarthi Agarwal). However, Pooja already has a fiance, who isn't as good as he appears to be. What happens to Srikanth's love is the rest of the movie.",bambara kannaley,arumugam srikanth comes to ooty for a job and falls in love with pooja aarthi agarwal however pooja already has a fiance who isn t as good as he appears to be what happens to srikanth s love is the rest of the movie
1175,1176. Englishkaran,https://www.imdb.com/title/tt2325683/?ref_=sr_t_1176,"https://m.media-amazon.com/images/M/MV5BMDY0MTE0MWEtYzIyNy00M2UzLWFiYWItOTgzNjUwZGE5NWRhXkEyXkFqcGdeQXVyMjA4OTI5NDQ@._V1_QL75_UY207_CR34,0,140,207_.jpg",https://www.imdb.com/title/tt2325683/?ref_=sr_i_1176,2005,2h 15m,"5.0
 (115)","Thamizh fully supports his wife's ambition of being an athlete. After her death, he is determined to help her sister Sandhya, a gifted singer, realize her dream although her father is dead against it.",englishkaran,thamizh fully supports his wife s ambition of being an athlete after her death he is determined to help her sister sandhya a gifted singer realize her dream although her father is dead against it
1176,1177. Chemman Chaalai,https://www.imdb.com/title/tt0445283/?ref_=sr_t_1177,"https://m.media-amazon.com/images/M/MV5BZTk1MDJkNGUtYTZmYi00ZjJlLWFkZDUtMzIwOGZhNGM4MjkxXkEyXkFqcGdeQXVyMDM3MzU0Ng@@._V1_QL75_UY207_CR5,0,140,207_.jpg",https://www.imdb.com/title/tt0445283/?ref_=sr_i_1177,2005,1h 32m,"8.6
 (17)",Shantha aspires to leave the rubber estate where her family lives in and further her studies. Her dream becomes a difficult one to achieve due to heavy financial burden.,chemman chaalai,shantha aspires to leave the rubber estate where her family lives in and further her studies her dream becomes a difficult one to achieve due to heavy financial burden
